rownames,pedigree,Category,Isolate_Sorus,index,WWP,DWpM,PDW,BDns,BLen,BMax,BThk,SLen,SDia
SL18.OI.18.FG5xSA18.CB.4.MG3,SL18-OI-18-FG5xSA18-CB-4-MG3,SL18-UCONN-154,#N/A,0.025508524,0.192207008,0.034490861,-0.043473198,-0.146086965,-0.045094376,0.028678332,-0.081091409,-0.105341094,-0.249249604
SL18.LD.1.FG2xSL18.SF.13.MG3,SL18-LD-1-FG2xSL18-SF-13-MG3,SL18-UCONN-20,#N/A,0.076181889,0.157816336,0.033047641,0.010086608,16.37238017,0.055164925,0.103946389,0.199695935,0.033879348,-0.005981261
SL18.OI.7.FG3xSA18.CB.2.MG3,SL18-OI-7-FG3xSA18-CB-2-MG3,SL18-UCONN-183,#N/A,0.093088293,0.107242577,0.03262418,0.027839933,2.092417138,0.054697575,0.324318291,-0.341991474,-0.199966534,-0.773349236
SL18.SF.17.FG2xSL18.NC.12.MG1,SL18-SF-17-FG2xSL18-NC-12-MG1,SL19-UCONN-S272,#N/A,0.038003607,0.250310437,0.030916579,-0.02382955,2.269527143,0.100644553,-0.168719369,-0.07564649,0.136144977,-0.136781956
SL18.NL.6.FG1xSL18.SF.19.MG2,SL18-NL-6-FG1xSL18-SF-19-MG2,SL18-UCONN-105,#N/A,0.008027118,0.383366192,0.030457233,-0.052887347,116.1213213,0.039041744,-0.16262724,0.403496368,0.396427847,0.319486513
SL18.LD.13.FG2xSA18.CB.7.MG1,SL18-LD-13-FG2xSA18-CB-7-MG1,SL19-UCONN-S182,#N/A,0.084598237,0.194236835,0.030209701,0.024178834,17.13374563,-0.153037061,0.245252692,-0.565707289,0.033065117,-0.423316177
SL18.LD.1.FG2xSA18.CB.4.MG3,SL18-LD-1-FG2xSA18-CB-4-MG3,SL18-UCONN-19,#N/A,-0.000672955,0.237457203,0.028805549,-0.058284054,13.28140609,-0.029297377,0.079149389,0.062691944,0.183150111,0.354730431
SL18.OI.2.FG4xSL18.OI.14.MG2,SL18-OI-2-FG4xSL18-OI-14-MG2,SL19-UCONN-S256,#N/A,0.108406391,-0.099234546,0.028324676,0.051757038,-31.07499042,0.066310519,-0.096788228,0.355169253,-0.231441846,0.667393023
SL18.CC.7.FG3xSA18.CB.3.MG3,SL18-CC-7-FG3xSA18-CB-3-MG3,SL19-UCONN-S195,#N/A,0.000677199,-0.007863803,0.027066457,-0.053455715,20.00897105,-0.09211573,0.188404443,0.021620483,0.321540847,-0.103336057
SL18.CC.8.FG2xSL18.OI.16.MG2,SL18-CC-8-FG2xSL18-OI-16-MG2,SL19-UCONN-S36,#N/A,0.051076075,0.042031782,0.026774053,-0.002472032,8.63656369,0.115889489,-0.230743726,0.173337133,0.30209585,0.275337061
SL18.OI.6.FG1xSA18.CB.2.MG1,SL18-OI-6-FG1xSA18-CB-2-MG1,SL18-UCONN-174,#N/A,0.110038406,0.080922682,0.025494564,0.059049279,-8.803603821,-0.137196306,0.115513896,-0.082912626,-0.086623323,-0.148849042
SL18.OI.18.FG6xSA18.CB.1.MG2,SL18-OI-18-FG6xSA18-CB-1-MG2,SL18-UCONN-158,#N/A,0.046852573,0.23414801,0.023663513,-0.000474453,19.00886538,0.165826621,-0.254328866,-0.522452929,-1.15376317,0.120441641
SL18.NL.6.FG1xSL18.OI.16.MG1,SL18-NL-6-FG1xSL18-OI-16-MG1,SL18-UCONN-103,#N/A,-0.012149752,0.292774998,0.02313477,-0.058419291,89.69006679,0.045705329,-0.038713891,0.128558728,0.388498958,0.078214421
SL18.OI.16.FG2xSA18.CB.3.MG3,SL18-OI-16-FG2xSA18-CB-3-MG3,SL18-UCONN-134,#N/A,0.006642127,-0.16293355,0.02174839,-0.036854653,14.90557165,-0.040912721,-0.037324505,-0.151873885,0.31720396,-0.622354852
SL18.OI.17.FG1xSL18.OI.4.MG1,SL18-OI-17-FG1xSL18-OI-4-MG1,SL19-UCONN-S35,#N/A,0.005982808,0.143311252,0.018603554,-0.0312243,16.40291838,0.266970869,-0.095707482,-0.180833773,0.107366759,0.647111636
SL18.LD.1.FG3xSL18.OI.6.MG2,SL18-LD-1-FG3xSL18-OI-6-MG2,SL18-UCONN-27,#N/A,0.063355291,0.087037456,0.01839153,0.026572232,9.265846578,0.015296367,0.01914775,-0.25643134,0.205765434,0.168109332
SL18.OI.6.FG1xSL18.SF.15.MG1,SL18-OI-6-FG1xSL18-SF-15-MG1,SL18-UCONN-181,#N/A,0.013150731,0.121464809,0.017956068,-0.022761405,-3.462077871,-0.121598679,-0.143469332,-0.319728409,-0.146100494,-0.195423057
SA18.CB.7.FG1xSL18.LL.9.MG3,SA18-CB-7-FG1xSL18-LL-9-MG3,SL18-UCONN-5,#N/A,0.068567236,0.074010442,0.015568695,0.037429845,-19.47481973,0.14954274,0.017475055,-0.007169763,0.16866852,0.247607327
SL18.LD.4.FG2xSL18.SF.15.MG2,SL18-LD-4-FG2xSL18-SF-15-MG2,SL18-UCONN-46,#N/A,0.016327613,0.164087628,0.014638067,-0.012948521,-5.443319777,-0.025488821,0.154763051,0.092677383,0.300741862,-0.038527422
SL18.JS.6.FG3xSA18.CB.5.MG3,SL18-JS-6-FG3xSA18-CB-5-MG3,SL19-UCONN-S251,#N/A,0.067055197,-0.106289764,0.013913642,0.039227912,-23.67246528,0.009270849,-0.084484015,0.027067365,0.240920196,0.272408945
SL18.LD.1.FG3xSA18.CB.3.MG3,SL18-LD-1-FG3xSA18-CB-3-MG3,SL18-UCONN-22,#N/A,-0.013289212,0.000438324,0.013720622,-0.040730455,30.78467137,0.025379775,0.171544727,-0.198067092,-0.04693576,-0.364953534
SA18.CB.5.FG1xSA18.CB.10.MG1,SA18-CB-5-FG1xSA18-CB-10-MG1,SL18-UCONN-4,#N/A,0.010664214,-0.021848977,0.011822404,-0.012980595,-24.3462777,-0.216875947,-0.11039933,0.088257574,0.47939455,-0.288845882
SA18.CB.7.FG1xSL18.LD.1.MG1,SA18-CB-7-FG1xSL18-LD-1-MG1,SL19-UCONN-S96,#N/A,0.030866198,0.105634277,0.011747561,0.007371076,0.817029184,-0.072405798,-0.035542691,-0.150188536,-0.68238852,-0.397490108
SL18.NL.3.FG1xSL18.OI.7.MG3,SL18-NL-3-FG1xSL18-OI-7-MG3,SL19-UCONN-S78,#N/A,-0.017591831,0.179027205,0.00995799,-0.037507812,18.10576098,0.151960846,0.061523075,-0.26591479,-0.001596374,-0.451085368
SL18.CC.1.FG1xSL18.OI.16.MG3,SL18-CC-1-FG1xSL18-OI-16-MG3,SL19-UCONN-S162,#N/A,0.018414233,0.129306241,0.009822881,-0.001231528,28.13325433,-0.013915784,0.018042017,0.316870998,0.125520826,0.012383957
SL18.OI.6.FG1xSL18.LD.2.MG1,SL18-OI-6-FG1xSL18-LD-2-MG1,SL18-UCONN-177,#N/A,0.051183383,0.045307279,0.009151199,0.032880985,-10.8249786,-0.106858349,-0.176964753,-0.193448046,-0.336853378,-0.410669429
SL18.NC.2.FG2xSL18.OI.6.MG2,SL18-NC-2-FG2xSL18-OI-6-MG2,SL19-UCONN-S287,#N/A,0.03667562,0.020447419,0.007835127,0.021005365,-10.95379048,-0.122271104,0.143495386,-0.033816695,0.230448288,0.241022496
SL18.LD.3.FG1xSA18.CB.10.MG1,SL18-LD-3-FG1xSA18-CB-10-MG1,SL18-UCONN-36,#N/A,0.030345556,-0.055301395,0.006220098,0.01790536,-25.47924762,0.012685168,-0.218401083,0.025075178,-0.086002716,0.026613807
SL18.NC.15.FG1xSA18.CB.10.MG1,SL18-NC-15-FG1xSA18-CB-10-MG1,SL19-UCONN-S74,#N/A,-0.0188407,-0.114967996,0.005811782,-0.030464264,4.10835679,-0.084175414,0.018138257,-0.23745603,-0.87670773,-0.641170003
SL18.SF.17.FG3xSL18.OI.9.MG3,SL18-SF-17-FG3xSL18-OI-9-MG3,SL18-UCONN-199,#N/A,-0.013058024,0.127953233,0.005540866,-0.024139755,15.96185099,0.039551394,0.156729498,0.042841973,0.364094999,0.195255042
SL18.NL.9.FG2xSA18.CB.7.MG1,SL18-NL-9-FG2xSA18-CB-7-MG1,SL18-UCONN-120,#N/A,-0.030307253,0.24221121,0.005214456,-0.040736165,23.52811583,-0.122949557,-0.01068706,0.009259869,-0.157550985,-0.383878188
SL18.SF.17.FG3xSL18.OI.7.MG1,SL18-SF-17-FG3xSL18-OI-7-MG1,SL18-UCONN-198,#N/A,-0.010634018,0.151012129,0.004918477,-0.020470972,26.32949216,0.092601527,0.256611432,0.167684833,0.233073555,0.234631124
SL18.NL.10.FG1xSL18.OI.15.MG1,SL18-NL-10-FG1xSL18-OI-15-MG1,SL18-UCONN-60,#N/A,-0.047108408,0.151088598,0.004703787,-0.056515981,36.58118214,-0.013414263,0.299418591,0.155420764,0.31830525,0.318277678
SL18.OI.4.FG3xSL18.SF.17.MG1,SL18-OI-4-FG3xSL18-SF-17-MG1,SL18-UCONN-173,#N/A,0.013802911,-0.082407277,0.003859138,0.006084635,-15.17464889,-0.029490468,0.171793859,-0.01936977,0.548665663,0.035510977
SL18.CC.7.FG2xSA18.CB.7.MG1,SL18-CC-7-FG2xSA18-CB-7-MG1,SL19-UCONN-S65,#N/A,-0.011913737,0.038362115,0.003774304,-0.019462345,1.442936333,-0.231773329,0.148328277,-0.530823522,-0.972962011,-0.562732246
SL18.NL.3.FG1xSL18.SF.13.MG2,SL18-NL-3-FG1xSL18-SF-13-MG2,SL18-UCONN-85,#N/A,0.006493478,0.087256593,0.00143422,0.003625039,17.53866255,0.163213298,-0.01126207,-0.845985963,0.041541058,-0.268172247
SL18.NL.5.FG1xSL18.OI.14.MG1,SL18-NL-5-FG1xSL18-OI-14-MG1,SL19-UCONN-S85,#N/A,-0.001086101,-0.081542421,0.000158145,-0.001402391,-8.384842009,0.073190081,0.142471121,-0.537192209,-0.062559037,-0.573507489
SL18.OI.16.FG3xSA18.CB.4.MG3,SL18-OI-16-FG3xSA18-CB-4-MG3,SL18-UCONN-136,#N/A,-0.070263815,0.07957783,4.57E-05,-0.070355258,8.888123646,0.034145115,-0.108985765,0.064060061,0.152270946,-0.172831781
SL18.OI.6.FG1xSA18.CB.4.MG1,SL18-OI-6-FG1xSA18-CB-4-MG1,SL18-UCONN-175,#N/A,-0.022345756,0.127650617,-0.000257143,-0.021831471,-10.11230685,-0.096073033,-0.105375971,-0.155434214,-0.128246101,-0.183260585
SL18.OI.6.FG1xSL18.LD.13.MG2,SL18-OI-6-FG1xSL18-LD-13-MG2,SL18-UCONN-176,#N/A,0.025232566,0.113536423,-0.000680611,0.026593788,23.50708623,-0.157667648,0.103284546,-0.256060231,-0.141513053,0.241667259
SL18.NL.6.FG1xSL18.LD.2.MG1,SL18-NL-6-FG1xSL18-LD-2-MG1,SL18-UCONN-97,#N/A,-0.034933611,0.111314509,-0.001663282,-0.031607047,72.67255371,0.045090844,-0.149038512,0.053811865,-0.149822372,-0.15293105
SL18.NL.6.FG1xSL18.LD.3.MG2,SL18-NL-6-FG1xSL18-LD-3-MG2,SL18-UCONN-98,#N/A,-0.041910124,0.177986736,-0.001866719,-0.038176685,70.21647031,0.203064689,-0.139571874,-0.226107971,0.185256105,0.272899034
SL18.LD.10.FG1xSA18.CB.1.MG2,SL18-LD-10-FG1xSA18-CB-1-MG2,SL18-UCONN-6,#N/A,0.035147463,0.07054702,-0.001935641,0.039018746,-11.34932611,0.247573887,0.046580885,0.012282877,-0.191686522,0.067718033
SL18.LD.5.FG1xSA18.CB.10.MG1,SL18-LD-5-FG1xSA18-CB-10-MG1,SL18-UCONN-48,#N/A,-0.009452417,0.011120486,-0.002222887,-0.005006644,-29.46867006,-0.016528094,-0.173128873,0.187986303,0.136174292,0.089399879
SL18.NL.2.FG3xSA18.CB.2.MG3,SL18-NL-2-FG3xSA18-CB-2-MG3,SL18-UCONN-77,#N/A,0.004293026,0.043285464,-0.00227358,0.008840186,-22.00065522,-0.069069115,0.43729727,0.168190894,-0.161522024,-0.251499211
SL18.NL.10.FG1xSA18.CB.4.MG3,SL18-NL-10-FG1xSA18-CB-4-MG3,SL18-UCONN-57,#N/A,-0.089292108,0.164126085,-0.004521681,-0.080248747,29.90544596,-0.166470598,0.081471116,-0.251230792,0.13229185,-0.05999308
SL18.LD.1.FG2xSL18.SF.15.MG1,SL18-LD-1-FG2xSL18-SF-15-MG1,SL18-UCONN-21,#N/A,-0.058985788,0.059953169,-0.004895531,-0.049194727,7.960282504,0.025397844,-0.011138751,0.136608955,0.006608819,0.450283413
SL18.SF.17.FG3xSL18.LD.2.MG1,SL18-SF-17-FG3xSL18-LD-2-MG1,SL18-UCONN-194,#N/A,-0.004544487,0.021394304,-0.005528724,0.006512962,-2.996069187,0.092599929,0.10838357,0.067446645,-0.250163727,0.11908884
SL18.LD.9.FG3xSL18.SF.17.MG1,SL18-LD-9-FG3xSL18-SF-17-MG1,SL18-UCONN-54,#N/A,0.038546577,-0.027177715,-0.005578175,0.049702927,-33.66935965,0.067686241,-0.012147159,-0.236498218,0.300223199,0.326841489
SL18.NC.12.FG2xSA18.CB.3.MG1,SL18-NC-12-FG2xSA18-CB-3-MG1,SL19-UCONN-S258,#N/A,-0.05165975,0.083450497,-0.005647193,-0.040365364,18.84992703,0.204244668,-0.006677826,-0.168712322,0.127847969,-0.353736653
SL18.NL.3.FG3xSA18.CB.2.MG2,SL18-NL-3-FG3xSA18-CB-2-MG2,SL18-UCONN-88,#N/A,-0.008588997,-0.046714022,-0.006809197,0.005029397,-12.46970442,-0.02957041,0.118228596,0.153506235,-0.510731701,0.00806384
SL18.JS.19.FG2xSA18.CB.10.MG3,SL18-JS-19-FG2xSA18-CB-10-MG3,SL19-UCONN-S67,#N/A,-0.020948149,-0.03517951,-0.007005011,-0.006938126,-3.689106111,-0.189604265,0.090004731,-0.320708246,-0.294732869,-0.37818944
SL18.NC.15.FG1xSL18.CC.7.MG1,SL18-NC-15-FG1xSL18-CC-7-MG1,SL19-UCONN-S288,#N/A,-0.047887953,-0.196428779,-0.007556794,-0.032774366,7.331984644,-0.107741104,0.056301528,-0.171015841,-0.25841744,0.007267027
SL18.OI.18.FG5xSL18.LD.2.MG1,SL18-OI-18-FG5xSL18-LD-2-MG1,SL18-UCONN-155,#N/A,0.005228343,-0.061454557,-0.008015088,0.021258519,-12.83011128,0.024342119,-0.095105217,0.119114939,-0.472639842,-0.368953139
SL18.NL.10.FG1xSL18.SF.13.MG1,SL18-NL-10-FG1xSL18-SF-13-MG1,SL18-UCONN-63,#N/A,-0.017078298,0.024985774,-0.008101798,-0.000874703,31.00341787,-0.080513064,-0.006075556,-0.312888721,0.147743736,-0.639391958
SL18.OI.18.FG6xSL18.SF.17.MG1,SL18-OI-18-FG6xSL18-SF-17-MG1,SL18-UCONN-160,#N/A,-0.027662097,0.02487117,-0.009426509,-0.00880908,-13.73985859,-0.038430013,-0.106946184,-0.554401089,-0.659370877,-0.148441489
SL18.CC.1.FG3xSL18.OI.7.MG2,SL18-CC-1-FG3xSL18-OI-7-MG2,SL19-UCONN-S254,#N/A,-0.044016706,0.000170143,-0.010683327,-0.022650052,13.94667062,-0.118194284,0.319681783,-0.685966266,-0.762587943,-0.25103357
SL18.NL.6.FG1xSL18.NL.2.MG1,SL18-NL-6-FG1xSL18-NL-2-MG1,SL18-UCONN-99,#N/A,-0.091135493,0.189441533,-0.011771341,-0.067592811,74.93118331,0.067765581,0.043545546,0.09719005,-0.097782179,-0.093023207
SL18.SF.17.FG1xSL18.SF.17.MG2,SL18-SF-17-FG1xSL18-SF-17-MG2,SL18-UCONN-191,#N/A,-0.021727038,-0.152582357,-0.01300212,0.004277203,-19.88705676,-0.111446312,-0.216147053,-0.609261374,-0.806807452,-0.600020729
SL18.LD.2.FG2xSL18.SF.19.MG2,SL18-LD-2-FG2xSL18-SF-19-MG2,SL19-UCONN-S64,#N/A,0.000746318,0.056060324,-0.013431104,0.027608526,15.91178903,0.02105621,-0.089481332,0.304404241,0.22131291,0.328204897
SL18.SF.17.FG3xSL18.NL.2.MG3,SL18-SF-17-FG3xSL18-NL-2-MG3,SL18-UCONN-196,#N/A,-0.051208021,0.030124824,-0.013593586,-0.024020849,-5.142976852,0.162761257,0.372341642,0.08513438,0.261647991,0.377861938
SL18.OI.18.FG2xSL18.LD.2.MG3,SL18-OI-18-FG2xSL18-LD-2-MG3,SL18-UCONN-151,#N/A,-0.016321803,-0.036458068,-0.013700704,0.011079605,-11.61940473,0.036213568,-0.097271886,-0.750581514,-0.424195358,0.040228676
SL18.OI.6.FG1xSL18.LD.5.MG1,SL18-OI-6-FG1xSL18-LD-5-MG1,SL18-UCONN-178,#N/A,-0.017947758,0.176643852,-0.014180146,0.010412534,-15.65422102,0.03939777,-0.088083143,-0.188465228,-0.042742929,0.002661895
SL18.CC.3.FG3xSL18.JS.5.MG1,SL18-CC-3-FG3xSL18-JS-5-MG1,SL19-UCONN-S13,#N/A,-0.026255622,0.024348699,-0.01418106,0.002106498,-2.469789234,0.118110638,0.038409573,-0.194372382,0.005392372,-0.149003653
SL18.CC.1.FG3xSL18.OI.9.MG2,SL18-CC-1-FG3xSL18-OI-9-MG2,SL19-UCONN-S133,#N/A,-0.043890017,0.001508471,-0.015296022,-0.013297974,16.17206722,-0.059963191,0.191463828,-0.305569951,0.261950143,-0.021007376
SL18.NL.3.FG1xSL18.OI.11.MG2,SL18-NL-3-FG1xSL18-OI-11-MG2,SL18-UCONN-84,#N/A,-0.055716596,0.060062202,-0.015445843,-0.02482491,9.127791785,0.138918217,-0.130313862,0.179360092,0.223033853,-0.105793386
SL18.NL.5.FG1xSA18.CB.7.MG2,SL18-NL-5-FG1xSA18-CB-7-MG2,SL19-UCONN-S197,#N/A,-0.03822916,-0.174330581,-0.015843834,-0.006541491,17.52369891,-0.014389701,0.209560362,-0.663223688,-0.679941215,-0.571153241
SL18.CC.5.FG1xSL18.JS.9.MG1,SL18-CC-5-FG1xSL18-JS-9-MG1,SL19-UCONN-S137,#N/A,-0.06473028,0.031892278,-0.01604306,-0.032644159,-0.092982789,0.114284787,0.009295358,0.154428241,0.181417615,0.68529086
SL18.CC.8.FG2xSL18.NC.5.MG3,SL18-CC-8-FG2xSL18-NC-5-MG3,SL19-UCONN-S250,#N/A,-0.069168505,-0.049171851,-0.016287562,-0.03659338,2.995708685,-0.027367049,-0.130236541,0.332823325,0.282452927,0.32897758
SA18.CB.10.FG2xSL18.LL.9.MG1,SA18-CB-10-FG2xSL18-LL-9-MG1,SL18-UCONN-2,#N/A,-0.025962021,-0.093887634,-0.017162258,0.008362495,-26.56915708,0.021139923,-0.325204082,-0.649443712,-0.668958621,-1.014767473
SL18.NL.2.FG1xSL18.LD.13.MG2,SL18-NL-2-FG1xSL18-LD-13-MG2,SL18-UCONN-75,#N/A,-0.033958697,0.043731591,-0.017170961,0.000383225,36.27347651,-0.052913995,0.333899333,-0.020358089,-0.021712256,0.042481714
SL18.LD.2.FG2xSL18.SF.19.MG1,SL18-LD-2-FG2xSL18-SF-19-MG1,SL18-UCONN-35,#N/A,0.020984345,-0.07585155,-0.017386109,0.055756563,6.27524357,0.028736734,-0.051833186,0.155770448,0.145458055,0.183790549
SL18.LD.2.FG2xSL18.SF.19.MG1.1,SL18-LD-2-FG2xSL18-SF-19-MG1,SL18-UCONN-35,#N/A,0.020984345,-0.07585155,-0.017386109,0.055756563,6.27524357,0.028737202,-0.051833632,0.15577165,0.145462627,0.183802901
SL18.CC.1.FG2xSL18.NC.11.MG2,SL18-CC-1-FG2xSL18-NC-11-MG2,SL19-UCONN-S93,#N/A,-0.031245208,0.106050975,-0.017589707,0.003934207,14.5334082,0.048942575,0.125468451,0.455080247,0.522015915,0.369919655
SL18.SF.13.FG1xSL18.LD.3.MG2,SL18-SF-13-FG1xSL18-LD-3-MG2,SL18-UCONN-188,#N/A,0.00448996,-0.090241107,-0.017948328,0.040386615,-15.73461496,0.060136097,-0.160049,-0.424847497,0.051048805,-0.283242467
SL18.LD.3.FG3xSL18.SF.13.MG2,SL18-LD-3-FG3xSL18-SF-13-MG2,SL18-UCONN-42,#N/A,0.026755184,-0.184284804,-0.018002957,0.062761099,-11.14310906,0.190482151,-0.016456879,-0.59572888,-0.328296992,-0.871867534
SL18.LD.3.FG2xSL18.SF.17.MG3,SL18-LD-3-FG2xSL18-SF-17-MG3,SL18-UCONN-41,#N/A,-0.022409099,-0.019883102,-0.018800146,0.015191194,-12.39463506,0.079010031,-0.017771738,-0.17004447,0.160463842,0.234241075
SL18.JS.5.FG1xSL18.OI.14.MG1,SL18-JS-5-FG1xSL18-OI-14-MG1,SL19-UCONN-S208,#N/A,-0.067067681,-0.024502838,-0.018999359,-0.029068964,-15.91867127,0.161488421,0.147202272,-0.335245896,0.2009338,-0.346646178
SL18.NL.3.FG2xSL18.SF.17.MG2,SL18-NL-3-FG2xSL18-SF-17-MG2,SL18-UCONN-87,#N/A,-0.069049726,-0.080182403,-0.019140894,-0.030767939,5.705116063,-0.035824327,-0.114940877,0.129307186,-0.469211673,-0.128657276
SL18.NC.12.FG2xSA18.CB.4.MG3,SL18-NC-12-FG2xSA18-CB-4-MG3,SL19-UCONN-S131,#N/A,-0.10748939,0.168936249,-0.019305406,-0.068878578,7.787676099,0.025452518,0.016369291,-0.465587254,-0.010276369,-0.204935202
SL18.JS.16.FG3xSL18.OD.6.MG2,SL18-JS-16-FG3xSL18-OD-6-MG2,SL19-UCONN-S163,#N/A,-0.044454395,0.061127483,-0.019761603,-0.004931189,-4.478101497,-0.183058594,0.218073131,0.084551558,0.080433523,0.042288987
SL18.OI.18.FG2xSL18.LD.9.MG1,SL18-OI-18-FG2xSL18-LD-9-MG1,SL18-UCONN-149,#N/A,-0.00116066,-0.084258055,-0.020308216,0.039455771,-20.94847181,0.064943695,-0.139181098,-0.279612872,-0.323752199,-0.087736218
SL18.LD.1.FG3xSL18.OI.15.MG1,SL18-LD-1-FG3xSL18-OI-15-MG1,SL18-UCONN-25,#N/A,-0.069247333,-0.017032338,-0.020461641,-0.028324051,15.30927509,0.149638114,0.242359318,0.045929334,0.121771336,0.160036609
SL18.LD.4.FG3xSL18.SF.17.MG1,SL18-LD-4-FG3xSL18-SF-17-MG1,SL18-UCONN-47,#N/A,-0.026011496,-0.035251296,-0.020775954,0.015540411,-30.09567514,0.044119603,0.031900551,0.079243933,0.153752444,0.280301592
SL18.OI.17.FG2xSL18.SF.17.MG2,SL18-OI-17-FG2xSL18-SF-17-MG2,SL18-UCONN-145,#N/A,-0.071594225,-0.103495589,-0.021422453,-0.02874932,-7.331518444,-0.072751501,-0.112190384,0.181787644,0.281879893,-0.197658731
SL18.OI.16.FG3xSL18.SF.17.MG2,SL18-OI-16-FG3xSL18-SF-17-MG2,SL18-UCONN-142,#N/A,-0.06855384,-0.11304859,-0.021648609,-0.025256622,2.51003381,0.041738661,-0.247303061,0.036467845,-0.001504406,0.047133301
SL18.LD.9.FG2xSL18.SF.13.MG3,SL18-LD-9-FG2xSL18-SF-13-MG3,SL18-UCONN-51,#N/A,0.014359383,-0.123860587,-0.021722386,0.057804156,-18.36836382,0.014163233,0.184777486,-0.103949871,-0.179615728,-0.028013439
SL18.CC.8.FG3xSL18.OI.7.MG2,SL18-CC-8-FG3xSL18-OI-7-MG2,SL19-UCONN-S75,#N/A,-0.049147692,-0.137538177,-0.022361264,-0.004425164,-2.590826765,0.156671455,0.07143922,-0.21035754,-0.19204058,-0.213534241
SL18.OI.18.FG3xSL18.OI.7.MG1,SL18-OI-18-FG3xSL18-OI-7-MG1,SL18-UCONN-153,#N/A,-0.060557183,0.006448538,-0.022926009,-0.014705165,13.65933307,-0.039796185,0.028659695,-0.025958117,-0.266287141,-0.641998978
SL18.OI.18.FG2xSL18.NL.2.MG2,SL18-OI-18-FG2xSL18-NL-2-MG2,SL18-UCONN-150,#N/A,-0.06848642,0.016852824,-0.025366144,-0.017754133,9.335934987,0.040428514,-0.113976573,-0.300484136,0.370631691,0.124047621
SL18.LD.2.FG4xSL18.JS.5.MG3,SL18-LD-2-FG4xSL18-JS-5-MG3,SL19-UCONN-S134,#N/A,-0.044602382,-0.092699142,-0.02546871,0.006335038,-11.47457078,0.247371283,0.079262326,-0.144395483,-0.287856157,-0.263745057
SL18.NL.9.FG2xSL18.SF.19.MG1,SL18-NL-9-FG2xSL18-SF-19-MG1,SL18-UCONN-121,#N/A,-0.068719501,0.057678388,-0.025627323,-0.017464854,43.12471992,0.054120513,-0.208731704,0.339934144,0.238707398,-0.483553506
SL18.CC.3.FG3xSL18.NC.11.MG3,SL18-CC-3-FG3xSL18-NC-11-MG3,SL19-UCONN-S230,#N/A,-0.011182244,0.047974071,-0.026768085,0.042353926,-1.87520429,0.142977998,0.064183068,-0.031314654,-0.442932764,-0.203516528
SL18.LD.10.FG1xSL18.OI.15.MG1,SL18-LD-10-FG1xSL18-OI-15-MG1,SL18-UCONN-8,#N/A,-0.048229292,-0.098662786,-0.026946796,0.005664301,-19.60865164,0.182438749,0.381582807,0.23200363,0.336078951,0.076294675
SL18.OD.5.FG3xSA18.CB.1.MG12,SL18-OD-5-FG3xSA18-CB-1-MG12,SL19-UCONN-S141,Yes,-0.03697793,-0.041837683,-0.027446368,0.017914806,5.193362725,0.301390495,-0.242942036,0.151689764,-0.104298229,0.198466184
SL18.SF.13.FG1xSL18.LD.13.MG2,SL18-SF-13-FG1xSL18-LD-13-MG2,SL19-UCONN-S69,#N/A,-0.014484345,-0.088684191,-0.027576701,0.040669056,21.05353327,-0.148647438,0.11073449,-0.207543779,-0.088695889,-0.056744441
SL18.LD.1.FG3xSL18.OI.11.MG2,SL18-LD-1-FG3xSL18-OI-11-MG2,SL18-UCONN-24,#N/A,-0.056636593,-0.109302539,-0.027726099,-0.001184396,3.624690013,0.136568058,-0.139536935,0.246940762,0.303700523,0.245441911
SL18.CC.1.FG3xSL18.OI.5.MG3,SL18-CC-1-FG3xSL18-OI-5-MG3,SL19-UCONN-S17,#N/A,-0.071742159,0.00689962,-0.027891004,-0.01596015,9.744568797,-0.269425984,0.12639281,0.311717822,0.141194726,0.803369532
SL18.NC.12.FG3xSA18.CB.4.MG2,SL18-NC-12-FG3xSA18-CB-4-MG2,SL19-UCONN-S196,#N/A,-0.115970186,-0.132847813,-0.028526784,-0.058916617,-1.070939691,0.015852741,0.203175173,-0.484941008,-0.612194957,-0.633343514
SL18.NL.6.FG1xSL18.LD.1.MG2,SL18-NL-6-FG1xSL18-LD-1-MG2,SL18-UCONN-96,#N/A,-0.130936082,0.029010684,-0.028967998,-0.073000085,68.63675603,0.152144118,-0.041515935,-0.475447609,-0.212338881,0.037501537
SL18.OI.2.FG2xSA18.CB.7.MG2,SL18-OI-2-FG2xSA18-CB-7-MG2,SL18-UCONN-161,#N/A,-0.002955809,-0.406269147,-0.029458894,0.05596198,-34.94908433,-0.061867504,-0.07202057,-0.254148371,-0.697424035,-0.411300854
SL18.LL.9.FG5xSA18.CB.10.MG3,SL18-LL-9-FG5xSA18-CB-10-MG3,SL19-UCONN-S217,#N/A,-0.054871341,-0.235735332,-0.030469246,0.00606715,-7.424958014,-0.053327536,-0.146218569,-0.182115425,-0.160259904,-0.334616178
SL18.OI.6.FG1xSL18.NL.9.MG1,SL18-OI-6-FG1xSL18-NL-9-MG1,SL18-UCONN-180,#N/A,-0.098180866,-0.029386544,-0.030751792,-0.036677283,-7.052557403,0.024102132,-0.116619127,-0.137128227,0.152665429,-0.201980591
SA18.CB.7.FG1xSL18.OI.5.MG2,SA18-CB-7-FG1xSL18-OI-5-MG2,SL19-UCONN-S70,#N/A,-0.045425976,-0.031914943,-0.031018193,0.01661041,1.330174619,-0.270513859,-0.209310205,0.254423328,0.134358226,0.359551334
