rownames,pedigree,Category,Isolate_Sorus,index,WWP,DWpM,PDW,BDns,BLen,BMax,BThk,SLen,SDia
SL18.SF.13.FG1xSL18.LL.9.MG3,SL18-SF-13-FG1xSL18-LL-9-MG3,SL18-UCONN-189,#N/A,-0.009142369,-0.19331561,-0.032169501,0.055196633,-29.06765965,0.125563458,-0.082861107,-0.056798447,0.432047536,-0.178280989
SL18.LD.3.FG1xSL18.SF.19.MG2,SL18-LD-3-FG1xSL18-SF-19-MG2,SL18-UCONN-38,#N/A,-0.03340778,-0.039918386,-0.032250475,0.03109317,12.94063832,0.058890337,-0.305221616,0.222399367,0.126588175,0.363209622
SL18.LD.9.FG3xSA18.CB.2.MG1,SL18-LD-9-FG3xSA18-CB-2-MG1,SL18-UCONN-52,#N/A,0.026075634,-0.192119356,-0.03288736,0.091850353,-26.51834692,0.092849476,0.126221239,-0.080728107,0.03052343,0.368182945
SL18.LD.10.FG1xSL18.OI.4.MG1,SL18-LD-10-FG1xSL18-OI-4-MG1,SL18-UCONN-10,#N/A,-0.037430881,-0.137727604,-0.033629085,0.029827289,-20.12302561,0.255184924,0.119772596,-0.145926644,0.347042043,0.265357144
SL18.LD.4.FG1xSA18.CB.2.MG1,SL18-LD-4-FG1xSA18-CB-2-MG1,SL18-UCONN-43,#N/A,-0.015492138,-0.103067308,-0.03411409,0.052736042,-8.790451562,0.049457817,0.394197165,0.208031485,-0.018835266,0.211337635
SL18.OI.9.FG1xSL18.OI.9.MG3,SL18-OI-9-FG1xSL18-OI-9-MG3,SL18-UCONN-187,#N/A,-0.08307405,-0.137482822,-0.034352869,-0.014368313,12.23794227,0.079101892,-0.232259168,-0.169570733,-0.194344883,-0.159858541
SL18.CC.1.FG2xSL18.OI.16.MG3,SL18-CC-1-FG2xSL18-OI-16-MG3,SL19-UCONN-S157,#N/A,-0.07122606,-0.060835775,-0.034564708,-0.002096643,6.614687536,-0.046752818,-0.155366122,0.451487159,0.079008508,0.522467607
SL18.NL.10.FG1xSL18.OI.7.MG1,SL18-NL-10-FG1xSL18-OI-7-MG1,SL18-UCONN-62,#N/A,-0.11566182,0.040082345,-0.036580428,-0.042500964,46.54698299,-0.097033147,0.105916573,0.049210436,0.248239676,-0.064148887
SL18.NC.12.FG2xSL18.OI.16.MG1,SL18-NC-12-FG2xSL18-OI-16-MG1,SL19-UCONN-S170,#N/A,-0.104985711,0.096735173,-0.037013303,-0.030959104,12.12116486,0.095502766,0.002911374,-0.190641888,0.16075927,-0.093481702
SL18.OI.16.FG3xSL18.NL.6.MG1,SL18-OI-16-FG3xSL18-NL-6-MG1,SL18-UCONN-141,#N/A,-0.116315031,-0.047006499,-0.037023411,-0.042268208,27.77739394,0.148125524,-0.243178849,0.155592968,0.14207722,0.055732336
SL18.OD.10.FG1xSL18.JS.5.MG3,SL18-OD-10-FG1xSL18-JS-5-MG3,SL19-UCONN-S136,#N/A,-0.084558646,-0.135047339,-0.037644629,-0.009269388,1.536266862,0.206702563,0.196815101,-0.528736723,-0.00541681,0.075646411
SL18.LD.13.FG2xSL18.LD.13.MG2,SL18-LD-13-FG2xSL18-LD-13-MG2,SL18-UCONN-14,#N/A,-0.042963585,-0.062206651,-0.038629398,0.03429521,37.25019239,-0.028407734,0.303399369,-0.498700308,0.154252142,-0.198647817
SL18.LD.13.FG2xSL18.LD.13.MG2.1,SL18-LD-13-FG2xSL18-LD-13-MG2,SL18-UCONN-14,#N/A,-0.042963585,-0.062206651,-0.038629398,0.03429521,37.25019239,-0.028408022,0.303399156,-0.498697088,0.15426003,-0.198646641
SL18.LD.1.FG1xSA18.CB.2.MG2,SL18-LD-1-FG1xSA18-CB-2-MG2,SL18-UCONN-15,#N/A,-0.051073869,-0.14883969,-0.0386734,0.02627293,-13.1559594,-0.020479778,-0.095788915,-0.303854328,-0.582882223,-0.403998557
SL18.CC.8.FG1xSL18.OI.7.MG1,SL18-CC-8-FG1xSL18-OI-7-MG1,SL19-UCONN-S207,#N/A,-0.081965068,-0.076544277,-0.038763877,-0.004437313,19.22655232,-0.031931613,-0.06871835,0.443380979,0.655447867,0.261389911
SL18.NL.3.FG3xSL18.NC.9.MG2,SL18-NL-3-FG3xSL18-NC-9-MG2,SL19-UCONN-S205,#N/A,-0.105634463,-0.011716503,-0.03955389,-0.026526682,-0.120622752,-0.127560557,0.053998693,0.406873629,0.225869207,0.484350027
SL18.SF.18.FG2xSL18.SF.13.MG1,SL18-SF-18-FG2xSL18-SF-13-MG1,SL18-UCONN-201,#N/A,-0.039324331,-0.246423343,-0.040288552,0.041252774,-6.822154055,0.049115045,-0.245840528,-0.215284307,-0.954815573,-0.652924702
SL18.OI.15.FG3xSL18.NC.2.MG3,SL18-OI-15-FG3xSL18-NC-2-MG3,SL19-UCONN-S198,#N/A,-0.119920753,-0.120070641,-0.040340653,-0.039239447,-3.468558278,-0.25434582,0.311162968,-0.254394913,-0.721265607,-0.896107005
SL18.OI.15.FG1xSL18.SF.15.MG1,SL18-OI-15-FG1xSL18-SF-15-MG1,SL18-UCONN-128,#N/A,-0.139442873,-0.153123784,-0.041239066,-0.056964742,-10.51625488,-0.034069696,0.033222422,-0.367503842,-0.161051926,-0.060749503
SL18.OI.15.FG1xSL18.SF.15.MG1.1,SL18-OI-15-FG1xSL18-SF-15-MG1,SL18-UCONN-128,#N/A,-0.139442873,-0.153123784,-0.041239066,-0.056964742,-10.51625488,-0.034069637,0.033222628,-0.367497966,-0.161047381,-0.060761513
SL18.OI.15.FG1xSL18.SF.15.MG1.2,SL18-OI-15-FG1xSL18-SF-15-MG1,SL18-UCONN-128,#N/A,-0.139442873,-0.153123784,-0.041239066,-0.056964742,-10.51625488,-0.034069932,0.033222662,-0.367504898,-0.161055794,-0.060769259
SL18.CC.6.FG1xSL18.JS.5.MG2,SL18-CC-6-FG1xSL18-JS-5-MG2,SL19-UCONN-S253,#N/A,-0.114859845,-0.037137761,-0.041546239,-0.031767367,-0.30124684,0.10012036,-0.011603979,-0.124747481,-0.059040433,-0.148820296
SL18.NL.2.FG2xSA18.CB.3.MG1,SL18-NL-2-FG2xSA18-CB-3-MG1,SL19-UCONN-S125,#N/A,-0.101394086,-0.180937439,-0.042605045,-0.016183997,5.743826308,0.205319965,0.100090258,-0.098337009,0.295894679,-0.520661394
SL18.OI.16.FG3xSL18.LD.3.MG2,SL18-OI-16-FG3xSL18-LD-3-MG2,SL18-UCONN-140,#N/A,-0.097520509,-0.107411508,-0.042663665,-0.012193179,-6.251984072,0.261554673,-0.223302793,-0.015652696,0.120072607,0.133330794
SL18.LL.9.FG6xSA18.CB.10.MG3,SL18-LL-9-FG6xSA18-CB-10-MG3,SL19-UCONN-S145,#N/A,-0.087580722,-0.268048245,-0.04411847,0.000656217,-2.515671807,-0.178716903,-0.265405661,0.305662689,0.092211677,0.195387548
SL18.JS.19.FG2xSL18.CC.6.MG2,SL18-JS-19-FG2xSL18-CC-6-MG2,SL19-UCONN-S150,#N/A,-0.070613033,0.070848913,-0.044304137,0.017995241,-6.712919103,-0.231734046,0.297402772,0.522459762,0.242133434,0.145333523
SL18.OI.18.FG2xSL18.LD.10.MG1,SL18-OI-18-FG2xSL18-LD-10-MG1,SL18-UCONN-148,#N/A,-0.056860776,-0.155636756,-0.044560615,0.032260453,-26.57385498,0.015954669,-0.120729215,0.049820317,-0.199172148,-0.1703805
SL18.OI.2.FG3xSL18.SF.17.MG1,SL18-OI-2-FG3xSL18-SF-17-MG1,SL18-UCONN-172,#N/A,-0.016512249,-0.355020314,-0.045195601,0.073878953,-55.99909608,0.031374763,-0.018368143,-0.24314473,0.135494861,-0.510732293
SL18.SF.17.FG3xSL18.NL.9.MG1,SL18-SF-17-FG3xSL18-NL-9-MG1,SL18-UCONN-197,#N/A,-0.153908735,-0.053299518,-0.045431715,-0.063045306,0.776352012,0.223559932,0.168729162,0.123769,0.239355408,0.32776665
SL18.NC.8.FG3xSL18.OI.15.MG1,SL18-NC-8-FG3xSL18-OI-15-MG1,SL19-UCONN-S187,#N/A,-0.116540881,-0.077620418,-0.045529335,-0.02548221,-0.447992103,0.01607985,0.418097326,-0.132861261,-0.030265057,-0.382043543
SL18.CC.8.FG1xSL18.OI.18.MG3,SL18-CC-8-FG1xSL18-OI-18-MG3,SL19-UCONN-S233,#N/A,-0.093057988,-0.069636735,-0.045988003,-0.001081981,2.001824309,-0.065441283,-0.127272262,0.5349361,0.822000864,0.577052767
SL18.NL.3.FG1xSL18.OD.3.MG1,SL18-NL-3-FG1xSL18-OD-3-MG1,SL19-UCONN-S249,#N/A,-0.116791179,0.03484661,-0.046502505,-0.023786168,12.03476345,-0.019727057,0.021654313,0.098577291,0.463709051,-0.072103225
SL18.JS.16.FG1xSL18.LD.2.MG2,SL18-JS-16-FG1xSL18-LD-2-MG2,SL19-UCONN-S153,#N/A,-0.077514565,-0.123276648,-0.046913816,0.016313067,-14.05504955,0.133605385,0.125809605,-0.272529681,0.036364201,-0.376534995
SL18.NL.10.FG1xSL18.LD.2.MG1,SL18-NL-10-FG1xSL18-LD-2-MG1,SL18-UCONN-58,#N/A,-0.109572289,-0.089535479,-0.047027629,-0.01551703,17.22142164,-0.097034416,-0.042311557,-0.051028885,-0.2350101,-0.179708472
SL18.LD.1.FG3xSL18.OI.16.MG1,SL18-LD-1-FG3xSL18-OI-16-MG1,SL18-UCONN-26,#N/A,-0.108927355,-0.076195927,-0.047395006,-0.014137344,12.96702767,0.066632687,0.010954274,-0.085759063,0.106783448,-0.10677077
SL18.OI.18.FG6xSL18.NL.6.MG1,SL18-OI-18-FG6xSL18-NL-6-MG1,SL18-UCONN-159,#N/A,-0.124759098,-0.048608638,-0.047642242,-0.029474614,22.96307396,0.061615042,-0.27146462,-0.617844922,-0.822214501,-0.020692552
SL18.LD.10.FG3xSL18.SF.19.MG1,SL18-LD-10-FG3xSL18-SF-19-MG1,SL18-UCONN-13,#N/A,-0.046755687,-0.226824385,-0.04991308,0.053070473,-5.875427433,0.095825661,-0.123524219,-0.019750723,-0.319978142,0.324099371
SL18.NL.2.FG2xSA18.CB.1.MG13,SL18-NL-2-FG2xSA18-CB-1-MG13,SL19-UCONN-S6,#N/A,-0.064018238,-0.11155919,-0.051162476,0.038306714,-3.560306069,0.276643256,0.134928263,-0.011740783,0.622171483,0.360882686
SL18.OI.15.FG1xSL18.OI.4.MG3,SL18-OI-15-FG1xSL18-OI-4-MG3,SL19-UCONN-S31,#N/A,-0.121590259,-0.226912622,-0.051288357,-0.019013544,-4.871525953,0.038173971,0.025991063,0.036353489,0.659349854,0.580977046
SL18.NL.7.FG4xSL18.CC.7.MG1,SL18-NL-7-FG4xSL18-CC-7-MG1,SL19-UCONN-S242,#N/A,-0.107267897,-0.272267709,-0.051642947,-0.003982002,-19.39290248,0.01044404,0.023517199,0.511009218,0.533715629,0.795675328
SL18.NL.10.FG1xSL18.LD.9.MG1,SL18-NL-10-FG1xSL18-LD-9-MG1,SL18-UCONN-59,#N/A,-0.090615846,-0.130567379,-0.051849854,0.013083863,4.521463305,-0.003584927,0.05252167,-0.267164034,-0.168787217,-0.023713873
SL18.JS.19.FG3xSL18.LD.13.MG3,SL18-JS-19-FG3xSL18-LD-13-MG3,SL19-UCONN-S46,#N/A,-0.085519501,-0.06655816,-0.05326249,0.021005479,-8.683863892,0.022231833,0.415388202,-0.320595278,-0.378438092,0.119233739
SL18.JS.5.FG2xSA18.CB.3.MG3,SL18-JS-5-FG2xSA18-CB-3-MG3,SL19-UCONN-S227,Yes,-0.16843687,-0.104725261,-0.053389609,-0.061657653,10.44757168,0.042506727,0.16593188,-0.3813931,-0.451996956,-0.767291334
SL18.OI.16.FG2xSL18.OI.18.MG1,SL18-OI-16-FG2xSL18-OI-18-MG1,SL19-UCONN-S92,#N/A,-0.114781636,-0.271716707,-0.055096489,-0.004588659,-8.907755253,0.042983266,-0.199104514,-0.290279361,0.391732462,-0.254089563
SL18.OI.16.FG3xSA18.CB.5.MG3,SL18-OI-16-FG3xSA18-CB-5-MG3,SL18-UCONN-137,#N/A,-0.126152066,-0.208144719,-0.055526989,-0.015098089,-14.11615659,-0.096120945,-0.226410604,-0.020915057,0.006562158,-0.393820239
SL18.JS.16.FG3xSA18.CB.4.MG3,SL18-JS-16-FG3xSA18-CB-4-MG3,SL19-UCONN-S264,#N/A,-0.176365011,-0.004978004,-0.055857639,-0.064649733,-6.252398681,-0.11132258,0.190718923,-0.576843247,-0.471343421,-0.440970989
SL18.JS.19.FG3xSA18.CB.3.MG2,SL18-JS-19-FG3xSA18-CB-3-MG2,SL19-UCONN-S260,#N/A,-0.176847433,-0.169468204,-0.056865066,-0.063117302,-3.084042824,0.069449145,0.297074142,-0.435479072,-0.404996181,-0.13390831
SL18.SF.19.FG5xSL18.NC.8.MG3,SL18-SF-19-FG5xSL18-NC-8-MG3,SL19-UCONN-S19,#N/A,-0.111725845,-0.065229483,-0.058856602,0.005987358,8.292785595,-0.054702945,-0.022620759,0.358310872,0.589680181,0.254415513
SL18.NC.8.FG1xSL18.CC.6.MG11,SL18-NC-8-FG1xSL18-CC-6-MG11,SL19-UCONN-S8,#N/A,-0.080268887,-0.122002211,-0.058863042,0.037457196,-5.618806184,-0.288429108,0.138829067,0.583001584,0.84882492,0.728599984
SL18.CC.8.FG1xSL18.JS.5.MG2,SL18-CC-8-FG1xSL18-JS-5-MG2,SL19-UCONN-S127,#N/A,-0.158325273,-0.152204094,-0.060187681,-0.037949912,-7.916716074,0.138362961,-0.117266282,0.163929776,0.487955104,0.068834205
SL18.OI.18.FG5xSL18.NL.7.MG1,SL18-OI-18-FG5xSL18-NL-7-MG1,SL18-UCONN-156,#N/A,-0.114588734,-0.21921721,-0.060215829,0.005842924,-26.67550763,0.052981895,0.147902301,-0.063071494,-0.040817675,0.157097281
SL18.LD.1.FG3xSL18.OI.9.MG3,SL18-LD-1-FG3xSL18-OI-9-MG3,SL18-UCONN-29,#N/A,-0.140224752,-0.151097487,-0.061123467,-0.017977817,14.90743477,0.012970086,-0.051024448,-0.185104899,0.182726502,-0.261761029
SL18.LD.1.FG3xSL18.OI.7.MG1,SL18-LD-1-FG3xSL18-OI-7-MG1,SL18-UCONN-28,#N/A,-0.137800745,-0.128038592,-0.061745856,-0.014309034,25.27507595,0.066019039,0.048856631,-0.060272996,0.051690448,-0.22239036
SL18.NC.9.FG2xSL18.JS.11.MG3,SL18-NC-9-FG2xSL18-JS-11-MG3,SL19-UCONN-S221,#N/A,-0.153083721,-0.097805418,-0.062514208,-0.028055305,1.940584051,-0.161335369,0.048872096,0.536642643,0.647088832,0.955460686
SL18.NL.9.FG3xSA18.CB.7.MG1,SL18-NL-9-FG3xSA18-CB-7-MG1,SL19-UCONN-S280,#N/A,-0.14062859,-0.176453565,-0.062648103,-0.015332383,-12.86742111,-0.100285602,0.072027567,-0.339300463,-0.663125875,-0.296293277
SL18.LD.1.FG1xSL18.OI.18.MG1,SL18-LD-1-FG1xSL18-OI-18-MG1,SL18-UCONN-18,#N/A,-0.131453462,-0.141509433,-0.062807299,-0.005838864,-0.959383569,0.049777463,-0.20610099,-0.663185216,-0.120469733,-0.278535353
SL18.CC.6.FG3xSL18.NC.15.MG4,SL18-CC-6-FG3xSL18-NC-15-MG4,SL19-UCONN-S173,#N/A,-0.115945498,-0.100059975,-0.063049731,0.010153964,9.733157838,-0.204377268,-0.141665993,0.495363169,0.558622113,0.894825608
SL18.OD.5.FG1xSL18.CC.8.MG2,SL18-OD-5-FG1xSL18-CC-8-MG2,SL19-UCONN-S132,#N/A,-0.136766044,-0.14580814,-0.06349382,-0.009778404,3.360015861,0.154895205,-0.092137001,-0.49900354,-0.125526649,-0.598476034
SL18.LD.5.FG1xSL18.SF.15.MG1,SL18-LD-5-FG1xSL18-SF-15-MG1,SL18-UCONN-49,#N/A,-0.154199134,-0.169390658,-0.064009105,-0.026180924,-27.13465102,0.020986224,-0.21286461,-0.090647107,-0.006736862,0.168864066
SL18.OI.15.FG3xSL18.LL.9.MG4,SL18-OI-15-FG3xSL18-LL-9-MG4,SL19-UCONN-S216,#N/A,-0.148770525,-0.237536071,-0.064706272,-0.019357981,-5.226424313,0.145103672,0.031217769,-0.1400308,0.435420762,-0.065421662
SL18.JS.19.FG3xSL18.OI.17.MG1,SL18-JS-19-FG3xSL18-OI-17-MG1,SL19-UCONN-S30,#N/A,-0.173609561,-0.048258615,-0.065209579,-0.043190402,-15.43870574,-0.018474109,0.380829576,-0.641323038,-1.316417101,-0.697848201
SL18.OI.9.FG1xSL18.LL.9.MG2,SL18-OI-9-FG1xSL18-LL-9-MG2,SL18-UCONN-186,#N/A,-0.127974491,-0.230744227,-0.067217086,0.00645968,-3.978331555,0.244470627,-0.027307825,-0.149794415,-0.241220984,0.080778038
SL18.LD.2.FG2xSL18.LL.9.MG2,SL18-LD-2-FG2xSL18-LL-9-MG2,SL18-UCONN-33,#N/A,-0.09562839,-0.202693835,-0.067346245,0.039064101,-24.79533224,0.139426445,0.177406356,-0.050129843,0.242432924,0.172568633
SL18.LD.5.FG2xSL18.LD.3.MG2,SL18-LD-5-FG2xSL18-LD-3-MG2,SL18-UCONN-50,#N/A,-0.117973929,-0.149494175,-0.06807671,0.018179492,-35.79429798,0.219364373,-0.227446158,-0.413537433,0.355426813,0.168325008
SL18.NC.12.FG3xSL18.OI.7.MG3,SL18-NC-12-FG3xSL18-OI-7-MG3,SL19-UCONN-S262,#N/A,-0.183669294,-0.163189359,-0.068795258,-0.046078778,1.30511875,0.086815769,0.16532684,-0.308101678,-0.183193112,-0.303660097
SL18.OI.7.FG3xSL18.LD.9.MG1,SL18-OI-7-FG3xSL18-LD-9-MG1,SL18-UCONN-184,#N/A,-0.090347445,-0.345800436,-0.068897224,0.047447004,-18.14496852,0.165995971,0.027395362,-0.717112202,-0.368009666,-0.859359817
SL18.NL.6.FG3xSA18.CB.4.MG3,SL18-NL-6-FG3xSA18-CB-4-MG3,SL18-UCONN-106,#N/A,-0.179113113,-0.237130534,-0.069043764,-0.041025585,6.922154728,0.030394124,-0.171822778,-0.465244344,-0.138589007,-0.266649774
SL18.LD.10.FG1xSL18.OI.18.MG1,SL18-LD-10-FG1xSL18-OI-18-MG1,SL18-UCONN-9,#N/A,-0.113694933,-0.189975281,-0.069609412,0.02552389,-27.94658227,0.142075932,0.148985925,-0.150402126,0.241894768,-0.080429593
SL18.OI.16.FG3xSL18.LD.1.MG2,SL18-OI-16-FG3xSL18-LD-1-MG2,SL18-UCONN-139,#N/A,-0.186546468,-0.25638756,-0.069764944,-0.047016579,-7.831698352,0.21063414,-0.125246351,-0.264977684,-0.277524879,-0.102057724
SL18.NC.2.FG2xSA18.CB.3.MG2,SL18-NC-2-FG2xSA18-CB-3-MG2,SL19-UCONN-S266,#N/A,-0.202862894,-0.327037516,-0.070188328,-0.062486238,-5.762573203,-0.043405318,0.163328158,-0.114886285,0.120666267,-0.123429547
SL18.NL.6.FG2xSA18.CB.1.MG12,SL18-NL-6-FG2xSA18-CB-1-MG12,SL19-UCONN-S117,#N/A,-0.131888349,-0.10670409,-0.070635235,0.00938212,26.76332987,0.201083126,-0.023569148,-0.172530178,-0.589294759,-0.373880599
SL18.NC.15.FG3xSL18.CC.1.MG2,SL18-NC-15-FG3xSL18-CC-1-MG2,SL19-UCONN-S271,#N/A,-0.175470719,-0.129832769,-0.07145985,-0.032551018,17.441377,-0.147336692,-0.12438129,-0.199281897,-0.382228145,-0.415648314
SL18.NC.15.FG3xSL18.CC.1.MG2.1,SL18-NC-15-FG3xSL18-CC-1-MG2,SL19-UCONN-S271,#N/A,-0.175470719,-0.129832769,-0.07145985,-0.032551018,17.441377,-0.147336784,-0.124381642,-0.199266682,-0.382214916,-0.415633968
SL18.LL.9.FG2xSA18.CB.4.MG3,SL18-LL-9-FG2xSA18-CB-4-MG3,SL19-UCONN-S106,#N/A,-0.18843809,-0.168897887,-0.072196322,-0.044045445,-13.48939872,-0.227134325,0.041336773,-0.686597702,-0.897164825,-0.720325041
SL18.NC.2.FG3xSL18.OI.4.MG2,SL18-NC-2-FG3xSL18-OI-4-MG2,SL19-UCONN-S229,#N/A,-0.156802035,-0.234102208,-0.072573236,-0.011655562,0.498228199,0.130305353,0.12968874,-0.053666238,-0.091805745,0.010768447
SL18.NL.6.FG3xSL18.SF.13.MG1,SL18-NL-6-FG3xSL18-SF-13-MG1,SL18-UCONN-113,#N/A,-0.106899303,-0.376270845,-0.072623881,0.038348459,8.020126644,0.116350959,-0.259369158,-0.526902868,-0.123135409,-0.846052522
SL18.NL.7.FG4xSA18.CB.1.MG12,SL18-NL-7-FG4xSA18-CB-1-MG12,SL19-UCONN-S24,#N/A,-0.106849835,-0.228979102,-0.07299927,0.039148705,-10.51287444,0.287042903,-0.053455867,0.263070023,-0.025456482,0.50000616
SL18.OI.18.FG3xSL18.LL.9.MG1,SL18-OI-18-FG3xSL18-LL-9-MG1,SL18-UCONN-152,#N/A,-0.13576108,-0.22843393,-0.073216247,0.010671415,-33.14841364,0.071316169,-0.166365814,-0.129910076,-0.067789395,-0.019235265
SL18.SF.17.FG1xSL18.LL.9.MG1,SL18-SF-17-FG1xSL18-LL-9-MG1,SL18-UCONN-190,#N/A,-0.125010622,-0.318882145,-0.073656776,0.022302929,-43.6751766,0.061511009,-0.248409418,-0.385162136,-0.338563103,-0.201291571
SL18.LD.4.FG3xSA18.CB.4.MG1,SL18-LD-4-FG3xSA18-CB-4-MG1,SL19-UCONN-S225,#N/A,-0.170866601,-0.153465002,-0.073836845,-0.023192912,-24.25336545,0.110405877,-0.05061878,0.162487068,-0.15757236,0.287223823
SL18.NL.2.FG3xSL18.OI.16.MG1,SL18-NL-2-FG3xSL18-OI-16-MG1,SL18-UCONN-80,#N/A,-0.175315296,-0.187265161,-0.074174708,-0.026965881,-12.52056947,-0.050605782,0.155866597,0.083944618,0.142547999,-0.262325399
SL18.NL.3.FG2xSL18.NL.3.MG2,SL18-NL-3-FG2xSL18-NL-3-MG2,SL18-UCONN-86,#N/A,-0.202555137,-0.245647771,-0.074920668,-0.052713802,9.212860164,0.007557242,0.206563979,0.030746387,-0.634235233,-0.588392969
SL18.OI.18.FG1xSL18.OI.9.MG3,SL18-OI-18-FG1xSL18-OI-9-MG3,SL18-UCONN-146,#N/A,-0.181067053,-0.142450422,-0.075756435,-0.029554183,3.5568573,-0.016442364,-0.020065442,0.219233595,0.502036934,-0.144119285
SL18.OI.18.FG1xSL18.OI.9.MG3.1,SL18-OI-18-FG1xSL18-OI-9-MG3,SL18-UCONN-146,#N/A,-0.181067053,-0.142450422,-0.075756435,-0.029554183,3.5568573,-0.016442144,-0.020066185,0.219227425,0.502034388,-0.144119637
SL18.JS.9.FG3xSA18.CB.10.MG1,SL18-JS-9-FG3xSA18-CB-10-MG1,SL19-UCONN-S241,#N/A,-0.182506552,-0.200319944,-0.075919638,-0.030667277,-21.48533251,0.177997392,0.07724052,0.357892075,0.313415307,0.416515322
SL18.JS.9.FG3xSA18.CB.10.MG1.1,SL18-JS-9-FG3xSA18-CB-10-MG1,SL19-UCONN-S241,#N/A,-0.182506552,-0.200319944,-0.075919638,-0.030667277,-21.48533251,0.177997419,0.077240403,0.357892513,0.313412873,0.416523156
SL18.NC.1.FG1xSL18.NL.6.MG1,SL18-NC-1-FG1xSL18-NL-6-MG1,SL19-UCONN-S79,#N/A,-0.191886415,-0.122685155,-0.07736069,-0.037165035,15.03095064,0.029035298,0.044140564,-0.326575851,-0.012909815,0.003622112
SL18.SF.17.FG3xSL18.NL.10.MG2,SL18-SF-17-FG3xSL18-NL-10-MG2,SL18-UCONN-195,#N/A,-0.189827583,-0.186739037,-0.077844015,-0.034139552,11.54776285,0.045748339,0.24548077,-0.485626439,-0.533073162,-0.33115666
SL18.NC.2.FG3xSL18.CC.7.MG2,SL18-NC-2-FG3xSL18-CC-7-MG2,SL19-UCONN-S72,#N/A,-0.196460262,-0.286362734,-0.078847839,-0.038764583,-11.81434967,-0.025330468,0.196367946,-0.174875269,-0.340544021,0.002058494
SL18.OI.15.FG1xSL18.LD.10.MG1,SL18-OI-15-FG1xSL18-LD-10-MG1,SL18-UCONN-126,#N/A,-0.138153894,-0.341691915,-0.079118558,0.020083223,-36.20449712,0.025132122,0.113011995,-0.127930203,-0.161016938,-0.202710321
SL18.CC.9.FG3xSL18.JS.9.MG3,SL18-CC-9-FG3xSL18-JS-9-MG3,SL19-UCONN-S215,#N/A,-0.185782554,-0.248507495,-0.079239462,-0.02730363,-6.222450267,0.235522583,0.187035156,0.306582667,0.356082459,0.483520812
SL18.NC.12.FG2xSL18.NL.5.MG2,SL18-NC-12-FG2xSL18-NL-5-MG2,SL19-UCONN-S261,#N/A,-0.195327466,-0.0719293,-0.079879278,-0.03556891,10.35389522,0.113363104,-0.080386671,-0.256635684,-0.017418223,0.214312794
SL18.NC.11.FG1xSA18.CB.10.MG1,SL18-NC-11-FG1xSA18-CB-10-MG1,SL19-UCONN-S178,#N/A,-0.17385745,-0.139748689,-0.079940022,-0.013977407,-20.03371392,-0.05342842,-0.066371554,0.53791521,0.052654489,0.591757092
SL18.OI.2.FG3xSL18.SF.15.MG1,SL18-OI-2-FG3xSL18-SF-15-MG1,SL18-UCONN-171,#N/A,-0.125870867,-0.479419827,-0.080043281,0.034215696,-43.50655741,0.072135357,-0.138982186,-0.324192442,-0.19368652,-0.515968764
SL18.LD.3.FG2xSL18.LL.9.MG2,SL18-LD-3-FG2xSL18-LL-9-MG2,SL18-UCONN-40,#N/A,-0.140002872,-0.163063021,-0.08023329,0.020463709,-10.7101032,0.191856663,0.183293824,-0.295724211,0.384454765,0.11578503
SL18.NC.10.FG1xSL18.OI.11.MG4,SL18-NC-10-FG1xSL18-OI-11-MG4,SL19-UCONN-S210,#N/A,-0.2058545,-0.121537086,-0.080483573,-0.044887353,-3.160569321,-0.084181816,-0.085610098,-0.397199272,-0.407166147,-0.29903608
SL18.LD.1.FG1xSL18.NL.2.MG2,SL18-LD-1-FG1xSL18-NL-2-MG2,SL18-UCONN-17,#N/A,-0.176821019,-0.230742037,-0.081756252,-0.013308514,5.603235018,0.075454848,-0.195197738,-0.724236939,0.180986485,-0.252014318
SL18.NL.10.FG2xSL18.OI.11.MG2,SL18-NL-10-FG2xSL18-OI-11-MG2,SL18-UCONN-67,#N/A,-0.184171758,-0.392329621,-0.082970985,-0.018229789,-10.77116388,0.060873973,-0.39070864,0.069652731,-1.123195378,-1.405924333
SL18.NC.15.FG3xSL18.OI.7.MG1,SL18-NC-15-FG3xSL18-OI-7-MG1,SL19-UCONN-S48,#N/A,-0.194741575,-0.244898599,-0.083232355,-0.028276866,24.78249905,0.022141411,-0.083343474,-0.120451595,-0.269570055,-0.375272096
SL18.NC.9.FG3xSA18.CB.4.MG3,SL18-NC-9-FG3xSA18-CB-4-MG3,SL19-UCONN-S86,#N/A,-0.219507172,-0.127620949,-0.083491665,-0.052523842,-1.51765225,-0.101456755,0.052177422,-0.253219877,-0.338849979,-0.267129344
SL18.JS.16.FG1xSL18.CC.4.MG11,SL18-JS-16-FG1xSL18-CC-4-MG11,SL19-UCONN-S128,#N/A,-0.183736899,-0.145228498,-0.084196257,-0.015344385,-1.147565781,-0.167830124,0.308363339,-0.392712375,-0.712756476,-0.507226646
SL18.LD.4.FG1xSL18.NL.3.MG2,SL18-LD-4-FG1xSL18-NL-3-MG2,SL18-UCONN-44,#N/A,-0.185862416,-0.243112934,-0.08542561,-0.015011196,-0.998147762,0.061335383,0.408689804,-0.228880087,-0.220573921,-0.170573129
